target,rmse_train,r2_train,rmse_test,r2_test,rmse_test_dummy,n_train,n_test
coronary_heart_disease_prevalence,1.8342960010879108,0.18638978569541353,1.9669542157168576,0.12653336761442657,2.138168088280798,52586,17572
