target,rmse_rf,rmse_dummy,R2_from_RMSE
high_cholesterol_prevalence,4.212952829010533,4.718996016467654,0.20297127894705513
obesity_prevalence,6.062233928670848,6.684677178020209,0.1775594703118154
cancer_prevalence,1.7037171283018384,1.867657383622063,0.16785202448857128
high_blood_pressure_prevalence,6.83426455901495,7.345989950825097,0.1344684296436155
depression_prevalence,3.200421149466518,3.4026040285719965,0.11530934527259229
